অংগ্রেজশিংবু	ꯑꯪꯒ꯭ꯔꯦꯖꯁꯤꯡꯕꯨ
পারালিম্পিক	ꯄꯥꯔꯥꯂꯤꯝꯄꯤꯛ
পারালিম্পিকতা	ꯄꯥꯔꯥꯂꯤꯝꯄꯤꯛꯇꯥ
পারাশিং	ꯄꯥꯔꯥꯁꯤꯡ
পারাসু	ꯄꯥꯔꯥꯁꯨ
পারি	ꯄꯥꯔꯤ
পারিভাসিক	ꯄꯥꯔꯤꯚꯥꯁꯤꯛ
পারিমল	ꯄꯥꯔꯤꯃꯜ
পারিসিদা	ꯄꯥꯔꯤꯁꯤꯗꯥ
পার্ক	ꯄꯥꯔ꯭ꯀ
পার্ককী	ꯄꯥꯔ꯭ꯀꯀꯤ
পার্ককীসু	ꯄꯥꯔ꯭ꯀꯀꯤꯁꯨ
পার্কতগী	ꯄꯥꯔ꯭ꯀꯠꯒꯤ
পার্কতসু	ꯄꯥꯔ꯭ꯀꯇꯁꯨ
পার্কতা	ꯄꯥꯔ꯭ꯀꯇꯥ
পার্কনচিংবশিং	ꯄꯥꯔ꯭ꯀꯅꯆꯤꯡꯕꯁꯤꯡ
পার্কনচিংবা	ꯄꯥꯔ꯭ꯀꯅꯆꯤꯡꯕꯥ
পার্কনা	ꯄꯥꯔ꯭ꯀꯅꯥ
পার্কশিং	ꯄꯥꯔ꯭ꯀꯁꯤꯡ
পার্কশিংদা	ꯄꯥꯔ꯭ꯀꯁꯤꯡꯗꯥ
পার্কস	ꯄꯥꯔ꯭ꯀꯁ
পার্কিং	ꯄꯥꯔꯀꯤꯡ
পার্কিংদা	ꯄꯥꯔꯀꯤꯡꯗꯥ
পার্কিংনচিংবা	ꯄꯥꯔꯀꯤꯡꯅꯆꯤꯡꯕꯥ
পার্ক্কিং	ꯄꯥꯔ꯭ꯀꯀꯤꯡ
পার্ট	ꯄꯥꯔ꯭ꯇ
পার্টনর	ꯄꯥꯔ꯭ꯇꯟꯔ
পার্টনরসিপ	ꯄꯥꯔ꯭ꯇꯟꯔꯁꯤꯄ
পার্টনরসিপকী	ꯄꯥꯔ꯭ꯇꯟꯔꯁꯤꯄꯀꯤ
পার্টনরসিপতা	ꯄꯥꯔ꯭ꯇꯟꯔꯁꯤꯄꯇꯥ
পার্টি	ꯄꯥꯔꯇꯤ
পার্টিকল	ꯄꯥꯔꯇꯤꯀꯜ
পার্টিগা	ꯄꯥꯔꯇꯤꯒꯥ
পার্টিগী	ꯄꯥꯔꯇꯤꯒꯤ
পার্টিজ	ꯄꯥꯔꯇꯤꯖ
পার্টিজগী	ꯄꯥꯔꯇꯤꯖꯒꯤ
পার্টিন	ꯄꯥꯔꯇꯤꯅ
পার্টিনচিংবনসু	ꯄꯥꯔꯇꯤꯅꯆꯤꯡꯕꯅꯁꯨ
পার্টিনসু	ꯄꯥꯔꯇꯤꯅꯁꯨ
পার্টিনা	ꯄꯥꯔꯇꯤꯅꯥ
পার্টিশিং	ꯄꯥꯔꯇꯤꯁꯤꯡ
পার্টিশিংগা	ꯄꯥꯔꯇꯤꯁꯤꯡꯒꯥ
পার্টিশিংগী	ꯄꯥꯔꯇꯤꯁꯤꯡꯒꯤ
পার্টিশিংনা	ꯄꯥꯔꯇꯤꯁꯤꯡꯅꯥ
পার্টিস	ꯄꯥꯔꯇꯤꯁ
পার্টিসন	ꯄꯥꯔꯇꯤꯁꯟ
পার্টিসিপেটোরি	ꯄꯥꯔꯇꯤꯁꯤꯄꯦꯇꯣꯔꯤ
পার্টিসিপেন্ট	ꯄꯥꯔꯇꯤꯁꯤꯄꯦꯟ꯭ꯇ
পার্তি	ꯄꯥꯔꯇꯤ
পার্তিকী	ꯄꯥꯔꯇꯤꯀꯤ
পার্তিগী	ꯄꯥꯔꯇꯤꯒꯤ
পার্তিদা	ꯄꯥꯔꯇꯤꯗꯥ
পার্তিনা	ꯄꯥꯔꯇꯤꯅꯥ
পার্তিবু	ꯄꯥꯔꯇꯤꯕꯨ
পার্তিসিপেসন	ꯄꯥꯔꯇꯤꯁꯤꯄꯦꯁꯟ
পার্থনা	ꯄꯥꯔ꯭ꯊꯅꯥ
পার্ফোমা	ꯄꯥꯔꯐꯣꯃꯥ
পার্ফোমিং	ꯄꯥꯔꯐꯣꯃꯤꯡ
পার্ফোমেন্স	ꯄꯥꯔꯐꯣꯃꯦꯟ꯭ꯁ
পার্বতি	ꯄꯥꯔꯕꯇꯤ
পার্মিট	ꯄꯥꯔꯃꯤꯠ
পার্মিটকী	ꯄꯥꯔꯃꯤꯠꯀꯤ
পার্মিটকীদমক	ꯄꯥꯔꯃꯤꯠꯀꯤꯗꯃꯛ
পার্মিটনচিংবা	ꯄꯥꯔꯃꯤꯠꯅꯆꯤꯡꯕꯥ
পার্মিটশিং	ꯄꯥꯔꯃꯤꯠꯁꯤꯡ
পার্মিনেন্ট	ꯄꯥꯔꯃꯤꯅꯦꯟ꯭ꯇ
পার্মিনেল	ꯄꯥꯔꯃꯤꯅꯦꯜ
পার্মিমেনেন্ট	ꯄꯥꯔꯃꯤꯃꯦꯅꯦꯟ꯭ꯇ
পার্মিসন	ꯄꯥꯔꯃꯤꯁꯟ
পার্মিৎ	ꯄꯥꯔꯃꯤꯠ
পার্মেনেন্ট	ꯄꯥꯔꯃꯦꯅꯦꯟ꯭ꯇ
পার্লিননা	ꯄꯥꯔꯂꯤꯟꯅꯥ
পার্লিমেন্টরি	ꯄꯥꯔꯂꯤꯃꯦꯟꯇꯔꯤ
পার্লিয়মেন্টরি	ꯄꯥꯔꯂꯤꯌꯃꯦꯟꯇꯔꯤ
পার্লিয়ামেন্ট	ꯄꯥꯔꯂꯤꯌꯥꯃꯦꯟ꯭ꯇ
পার্লিয়ামেন্টকী	ꯄꯥꯔꯂꯤꯌꯥꯃꯦꯟ꯭ꯇꯀꯤ
পার্লিয়ামেন্টতা	ꯄꯥꯔꯂꯤꯌꯥꯃꯦꯟ꯭ꯇꯇꯥ
পার্লিয়ামেন্টনা	ꯄꯥꯔꯂꯤꯌꯥꯃꯦꯟ꯭ꯇꯅꯥ
পার্লিয়ামেন্টরি	ꯄꯥꯔꯂꯤꯌꯥꯃꯦꯟꯇꯔꯤ
পার্লিয়ামেন্টরিয়ান	ꯄꯥꯔꯂꯤꯌꯥꯃꯦꯟꯇꯔꯤꯌꯥꯅ
পার্লিয়ামেন্টস	ꯄꯥꯔꯂꯤꯌꯥꯃꯦꯟ꯭ꯇꯁ
পার্লিয়ামেন্তরি	ꯄꯥꯔꯂꯤꯌꯥꯃꯦꯟꯇꯔꯤ
পার্লিয়ামেন্তরিয়ান	ꯄꯥꯔꯂꯤꯌꯥꯃꯦꯟꯇꯔꯤꯌꯥꯟ
পার্লিয়ামেন্তরিয়ানশি	ꯄꯥꯔꯂꯤꯌꯥꯃꯦꯟꯇꯔꯤꯌꯥꯟꯁꯤ
পার্স	ꯄꯥꯔꯁ
পার্সন	ꯄꯥꯔꯁꯟ
পার্সনশিং	ꯄꯥꯔꯁꯟꯁꯤꯡ
পার্সনশিংগসু	ꯄꯥꯔꯁꯟꯁꯤꯡꯒꯁꯨ
পার্সনশিংগী	ꯄꯥꯔꯁꯟꯁꯤꯡꯒꯤ
পার্সনশিংদা	ꯄꯥꯔꯁꯟꯁꯤꯡꯗꯥ
পার্সনশিংনা	ꯄꯥꯔꯁꯟꯁꯤꯡꯅꯥ
পার্সনেল	ꯄꯥꯔꯁꯅꯦꯜ
পার্সনেলশিং	ꯄꯥꯔꯁꯅꯦꯜꯁꯤꯡ
পার্সনেলশিংগী	ꯄꯥꯔꯁꯅꯦꯜꯁꯤꯡꯒꯤ
পার্সনেলশিংদা	ꯄꯥꯔꯁꯅꯦꯜꯁꯤꯡꯗꯥ
পার্সনেলশিংনা	ꯄꯥꯔꯁꯅꯦꯜꯁꯤꯡꯅꯥ
পার্সনেলশিংনি	ꯄꯥꯔꯁꯅꯦꯜꯁꯤꯡꯅꯤ
পার্সনেলশিংসু	ꯄꯥꯔꯁꯅꯦꯜꯁꯤꯡꯁꯨ
পার্সনেলিতি	ꯄꯥꯔꯁꯅꯦꯂꯤꯇꯤ
পার্সন্স	ꯄꯥꯔꯁꯟ꯭ꯁ
পার্সপোর্ট	ꯄꯥꯔ꯭ꯁꯄꯣꯔ꯭ꯇ
পার্সেন্তেজনি	ꯄꯥꯔꯁꯦꯟꯇꯦꯖꯅꯤ
পার্সোনলে	ꯄꯥꯔꯁꯣꯅꯦꯜ
পার্সোনেল	ꯄꯥꯔꯁꯣꯅꯦꯜ
পার্সোনেলশিং	ꯄꯥꯔꯁꯣꯅꯦꯜꯁꯤꯡ
পার্সোনেলশিংগা	ꯄꯥꯔꯁꯣꯅꯦꯜꯁꯤꯡꯒꯥ
পার্সোনেলশিংগী	ꯄꯥꯔꯁꯣꯅꯦꯜꯁꯤꯡꯒꯤ
পার্সোনেলশিংদসু	ꯄꯥꯔꯁꯣꯅꯦꯜꯁꯤꯡꯗꯁꯨ
পার্সোনেলশিংদা	ꯄꯥꯔꯁꯣꯅꯦꯜꯁꯤꯡꯗꯥ
পার্সোনেলশিংনসু	ꯄꯥꯔꯁꯣꯅꯦꯜꯁꯤꯡꯅꯁꯨ
পার্সোনেলশিংনা	ꯄꯥꯔꯁꯣꯅꯦꯜꯁꯤꯡꯅꯥ
পার্সোনেলশিংনি	ꯄꯥꯔꯁꯣꯅꯦꯜꯁꯤꯡꯅꯤ
পার্সোনেলশিংবু	ꯄꯥꯔꯁꯣꯅꯦꯜꯁꯤꯡꯕꯨ
পার্সোনেলশিংসু	ꯄꯥꯔꯁꯣꯅꯦꯜꯁꯤꯡꯁꯨ
পার্সোনেলশিাংদা	ꯄꯥꯔꯁꯣꯅꯦꯜꯁꯤꯡꯗꯥ
পার্সোনেলিতি	ꯄꯥꯔꯁꯣꯅꯦꯂꯤꯇꯤ
পাল	ꯄꯥꯜ
পালঘর	ꯄꯥꯜꯘꯔ
পালন	ꯄꯥꯂꯟ
পালনগা	ꯄꯥꯂꯟꯒꯥ
পালনগী	ꯄꯥꯂꯟꯒꯤ
পালনদা	ꯄꯥꯂꯟꯗꯥ
পালনসু	ꯄꯥꯂꯟꯁꯨ
পালনা	ꯄꯥꯂꯅꯥ
পালম	ꯄꯥꯂꯝ
পালমগী	ꯄꯥꯂꯝꯒꯤ
পালর	ꯄꯥꯂꯔ
পালরবনদা	ꯄꯥꯂꯔꯕꯟꯗꯥ
পালরবননা	ꯄꯥꯂꯔꯕꯟꯅꯥ
পালসু	ꯄꯥꯜꯁꯨ
পালাকন্দগী	ꯄꯥꯂꯥꯀꯟ꯭ꯗꯒꯤ
পালাকন্দদসু	ꯄꯥꯂꯥꯀꯟ꯭ꯗꯗꯁꯨ
পালাকোলুদা	ꯄꯥꯂꯥꯀꯣꯂꯨꯗꯥ
পালানা	ꯄꯥꯂꯥꯅꯥ
পালানি	ꯄꯥꯂꯥꯅꯤ
পালানিভেল	ꯄꯥꯂꯥꯅꯤꯚꯦꯜ
পালানিশামিনা	ꯄꯥꯂꯥꯅꯤꯁꯥꯃꯤꯅꯥ
পালানিসামীনা	ꯄꯥꯂꯥꯅꯤꯁꯥꯃꯤꯅꯥ
পালাশিংনা	ꯄꯥꯂꯥꯁꯤꯡꯅꯥ
পালাসাদা	ꯄꯥꯂꯥꯁꯥꯗꯥ
পালি	ꯄꯥꯂꯤ
পালিকানদা	ꯄꯥꯂꯤꯀꯥꯟꯗꯥ
পালিন	ꯄꯥꯂꯤꯟ
পালিননি	ꯄꯥꯂꯤꯟꯅꯤ
পালিনসু	ꯄꯥꯂꯤꯟꯁꯨ
পালিনিস্বামিনা	ꯄꯥꯂꯤꯅꯤꯁ꯭ꯋꯥꯃꯤꯅꯥ
পালির্য়ামেন্ট	ꯄꯥꯂꯤꯔꯌꯥꯃꯦꯟ꯭ꯇ
পালোং	ꯄꯥꯂꯣꯡ
পাল্ম	ꯄꯥꯜ꯭ꯃ
পাল্মনা	ꯄꯥꯜ꯭ꯃꯅꯥ
পাল্লকপা	ꯄꯥꯜꯂꯛꯄꯥ
পাল্লনগা	ꯄꯥꯜꯂꯟꯒꯥ
পাল্লবী	ꯄꯥꯜꯂꯕꯤ
পাল্লম্বনো	ꯄꯥꯜꯂꯝꯕꯅꯣ
পাল্লম্বা	ꯄꯥꯜꯂꯝꯕꯥ
পাল্লি	ꯄꯥꯜꯂꯤ
পাল্লিঙৈ	ꯄꯥꯜꯂꯤꯉꯩ
পাল্লিবা	ꯄꯥꯜꯂꯤꯕꯥ
পাষ্ট	ꯄꯥꯁ꯭ꯇ
পাষ্টর	ꯄꯥꯁꯇꯔ
পাষ্টরগা	ꯄꯥꯁꯇꯔꯒꯥ
পাস	ꯄꯥꯁ
পাসকী	ꯄꯥꯁꯀꯤ
পাসন	ꯄꯥꯁꯟ
পাসনশিংনা	ꯄꯥꯁꯅꯁꯤꯡꯅꯥ
পাসপোর্ট	ꯄꯥꯁꯄꯣꯔ꯭ꯇ
পাসপোর্টনচিংবসু	ꯄꯥꯁꯄꯣꯔ꯭ꯇꯅꯆꯤꯡꯕꯁꯨ
পাসর্ন	ꯄꯥꯁꯔ꯭ꯅ
পাসর্নশিংগগী	ꯄꯥꯁꯔ꯭ꯅꯁꯤꯡꯒꯒꯤ
পাসর্নেলশিংনা	ꯄꯥꯁꯔꯅꯦꯜꯁꯤꯡꯅꯥ
পাসশিং	ꯄꯥꯁꯁꯤꯡ
পাসালাদা	ꯄꯥꯁꯥꯂꯥꯗꯥ
পাসিং	ꯄꯥꯁꯤꯡ
পাসিঘাট	ꯄꯥꯁꯤꯘꯥꯠ
পাসিঘাৎকী	ꯄꯥꯁꯤꯘꯥꯠꯀꯤ
পাসিমপুরনচিংবা	ꯄꯥꯁꯤꯝꯄꯨꯔꯅꯆꯤꯡꯕꯥ
পাসুপতি	ꯄꯥꯁꯨꯄꯇꯤ
পাসোর্নেলশিংনা	ꯄꯥꯁꯣꯔꯅꯦꯜꯁꯤꯡꯅꯥ
পাস্ত	ꯄꯥꯁ꯭ꯇ
পাস্তর	ꯄꯥꯁꯇꯔ
পাস্তরশিংগা	ꯄꯥꯁꯇꯔꯁꯤꯡꯒꯥ
পাসৱান	ꯄꯥꯁꯋꯥꯟ
পাহারিয়া	ꯄꯥꯍꯥꯔꯤꯌꯥ
পাহারিয়াগী	ꯄꯥꯍꯥꯔꯤꯌꯥꯒꯤ
পাহারিয়ানা	ꯄꯥꯍꯥꯔꯤꯌꯥꯅꯥ
পাাংথোকখিবা	ꯄꯥꯡꯊꯣꯛꯈꯤꯕꯥ
পাাইখৎনবা	ꯄꯥꯢꯈꯠꯅꯕꯥ
পাাইহনদুনা	ꯄꯥꯢꯍꯟꯗꯨꯅꯥ
পাাউ	ꯄꯥꯎ
পাাউমীনা	ꯄꯥꯎꯃꯤꯅꯥ
পাাউমীশিংদা	ꯄꯥꯎꯃꯤꯁꯤꯡꯗꯥ
পাাউহং	ꯄꯥꯎꯍꯪ
পাান্দমদি	ꯄꯥꯟꯗꯝꯗꯤ
পাার্লিয়ামেন্তরি	ꯄꯥꯔꯂꯤꯌꯥꯃꯦꯟꯇꯔꯤ
পাৎ	ꯄꯥꯠ
পাৎকী	ꯄꯥꯠꯀꯤ
পাৎতগী	ꯄꯥꯠꯇꯒꯤ
পাৎতা	ꯄꯥꯠꯇꯥ
পাৎপু	ꯄꯥꯠꯄꯨ
পাৎশিং	ꯄꯥꯠꯁꯤꯡ
পাৎশিংদা	ꯄꯥꯠꯁꯤꯡꯗꯥ
পাৎশিংবু	ꯄꯥꯠꯁꯤꯡꯕꯨ
পাৎশোই	ꯄꯥꯠꯁꯣꯢ
পাৎশোইদা	ꯄꯥꯠꯁꯣꯢꯗꯥ
পাৎসোই	ꯄꯥꯠꯁꯣꯢ
পায়	ꯄꯥꯢ
পায়খি	ꯄꯥꯢꯈꯤ
পায়খিদ্রবসু	ꯄꯥꯢꯈꯤꯗ꯭ꯔꯕꯁꯨ
পায়খিবনি	ꯄꯥꯢꯈꯤꯕꯅꯤ
পায়খ্রে	ꯄꯥꯢꯈ꯭ꯔꯦ
পায়খৎকদগে	ꯄꯥꯢꯈꯠꯀꯗꯒꯦ
পায়খৎকদবনি	ꯄꯥꯢꯈꯠꯀꯗꯕꯅꯤ
পায়খৎকদবশিংগী	ꯄꯥꯢꯈꯠꯀꯗꯕꯁꯤꯡꯒꯤ
পায়খৎকদবা	ꯄꯥꯢꯈꯠꯀꯗꯕꯥ
পায়খৎকদৌরি	ꯄꯥꯢꯈꯠꯀꯗꯧꯔꯤ
পায়খৎকদৌরিবা	ꯄꯥꯢꯈꯠꯀꯗꯧꯔꯤꯕꯥ
পায়খৎকনি	ꯄꯥꯢꯈꯠꯀꯅꯤ
পায়খৎকপগা	ꯄꯥꯢꯈꯠꯄꯒꯥ
পায়খৎখি	ꯄꯥꯢꯈꯠꯈꯤ
পায়খৎখিগনি	ꯄꯥꯢꯈꯠꯈꯤꯒꯅꯤ
পায়খৎখিবগী	ꯄꯥꯢꯈꯠꯈꯤꯕꯒꯤ
পায়খৎখিবনি	ꯄꯥꯢꯈꯠꯈꯤꯕꯅꯤ
পায়খৎখিবা	ꯄꯥꯢꯈꯠꯈꯤꯕꯥ
পায়খৎখ্রে	ꯄꯥꯢꯈꯠꯈ꯭ꯔꯦ
পায়খৎচবা	ꯄꯥꯢꯈꯠꯆꯕꯥ
পায়খৎতনবা	ꯄꯥꯢꯈꯠꯇꯅꯕꯥ
পায়খৎতনা	ꯄꯥꯢꯈꯠꯇꯅꯥ
পায়খৎতবদগীনি	ꯄꯥꯢꯈꯠꯇꯕꯗꯒꯤꯅꯤ
পায়খৎতবা	ꯄꯥꯢꯈꯠꯇꯕꯥ
পায়খৎতুনা	ꯄꯥꯢꯈꯠꯇꯨꯅꯥ
পায়খৎত্রবদি	ꯄꯥꯢꯈꯠꯇ꯭ꯔꯕꯗꯤ
পায়খৎত্রি	ꯄꯥꯢꯈꯠꯇ꯭ꯔꯤ
পায়খৎত্রিবা	ꯄꯥꯢꯈꯠꯇ꯭ꯔꯤꯕꯥ
পায়খৎত্রে	ꯄꯥꯢꯈꯠꯇ꯭ꯔꯦ
পায়খৎননবগী	ꯄꯥꯢꯈꯠꯅꯅꯕꯒꯤ
পায়খৎননবা	ꯄꯥꯢꯈꯠꯅꯅꯕꯥ
পায়খৎনবগী	ꯄꯥꯢꯈꯠꯅꯕꯒꯤ
পায়খৎনবগীদমক	ꯄꯥꯢꯈꯠꯅꯕꯒꯤꯗꯃꯛ
পায়খৎনবসু	ꯄꯥꯢꯈꯠꯅꯕꯁꯨ
পায়খৎনবা	ꯄꯥꯢꯈꯠꯅꯕꯥ
পায়খৎপগা	ꯄꯥꯢꯈꯠꯄꯒꯥ
পায়খৎপগী	ꯄꯥꯢꯈꯠꯄꯒꯤ
পায়খৎপগীদমক	ꯄꯥꯢꯈꯠꯄꯒꯤꯗꯃꯛ
পায়খৎপগীদমকসু	ꯄꯥꯢꯈꯠꯄꯒꯤꯗꯃꯛꯁꯨ
পায়খৎপগুম	ꯄꯥꯢꯈꯠꯄꯒꯨꯝ
পায়খৎপদগী	ꯄꯥꯢꯈꯠꯄꯗꯒꯤ
পায়খৎপদগীনি	ꯄꯥꯢꯈꯠꯄꯗꯒꯤꯅꯤ
পায়খৎপদসু	ꯄꯥꯢꯈꯠꯄꯗꯁꯨ
পায়খৎপদা	ꯄꯥꯢꯈꯠꯄꯗꯥ
পায়খৎপনা	ꯄꯥꯢꯈꯠꯄꯅꯥ
পায়খৎপনি	ꯄꯥꯢꯈꯠꯄꯅꯤ
পায়খৎপা	ꯄꯥꯢꯈꯠꯄꯥ
পায়খৎপাা	ꯄꯥꯢꯈꯠꯄꯥ
পায়খৎপিনবা	ꯄꯥꯢꯈꯠꯄꯤꯅꯕꯥ
পায়খৎপিয়ু	ꯄꯥꯢꯈꯠꯄꯤꯌꯨ
পায়খৎপীদনবা	ꯄꯥꯢꯈꯠꯄꯤꯗꯅꯕꯥ
পায়খৎপীদ্রে	ꯄꯥꯢꯈꯠꯄꯤꯗ꯭ꯔꯦ
পায়খৎপীনবসু	ꯄꯥꯢꯈꯠꯄꯤꯅꯕꯁꯨ
পায়খৎপীনবা	ꯄꯥꯢꯈꯠꯄꯤꯅꯕꯥ
পায়খৎপীবগীদমক	ꯄꯥꯢꯈꯠꯄꯤꯕꯒꯤꯗꯃꯛ
পায়খৎফম	ꯄꯥꯢꯈꯠꯐꯝ
পায়খৎমিন্নরি	ꯄꯥꯢꯈꯠꯃꯤꯟꯅꯔꯤ
পায়খৎমীন্ননবা	ꯄꯥꯢꯈꯠꯃꯤꯟꯅꯅꯕꯥ
পায়খৎমীন্নবনি	ꯄꯥꯢꯈꯠꯃꯤꯟꯅꯕꯅꯤ
পায়খৎমীন্নবা	ꯄꯥꯢꯈꯠꯃꯤꯟꯅꯕꯥ
পায়খৎমীন্নরসি	ꯄꯥꯢꯈꯠꯃꯤꯟꯅꯔꯁꯤ
পায়খৎলকখি	ꯄꯥꯢꯈꯠꯂꯛꯈꯤ
পায়খৎলকপগী	ꯄꯥꯢꯈꯠꯂꯛꯄꯒꯤ
পায়খৎলকপগীদমক	ꯄꯥꯢꯈꯠꯂꯛꯄꯒꯤꯗꯃꯛ
পায়খৎলকপদগী	ꯄꯥꯢꯈꯠꯂꯛꯄꯗꯒꯤ
পায়খৎলকপদা	ꯄꯥꯢꯈꯠꯂꯛꯄꯗꯥ
পায়খৎলকপনি	ꯄꯥꯢꯈꯠꯂꯛꯄꯅꯤ
পায়খৎলকপা	ꯄꯥꯢꯈꯠꯂꯛꯄꯥ
পায়খৎলক্কদৌরিবা	ꯄꯥꯢꯈꯠꯂꯛꯀꯗꯧꯔꯤꯕꯥ
পায়খৎলক্কনি	ꯄꯥꯢꯈꯠꯂꯛꯀꯅꯤ
পায়খৎলক্তবদগী	ꯄꯥꯢꯈꯠꯂꯛꯇꯕꯗꯒꯤ
পায়খৎলক্লি	ꯄꯥꯢꯈꯠꯂꯛꯂꯤ
পায়খৎলক্লিবা	ꯄꯥꯢꯈꯠꯂꯛꯂꯤꯕꯥ
পায়খৎলগনি	ꯄꯥꯢꯈꯠꯂꯒꯅꯤ
পায়খৎলবগে	ꯄꯥꯢꯈꯠꯂꯕꯒꯦ
পায়খৎলবদি	ꯄꯥꯢꯈꯠꯂꯕꯗꯤ
পায়খৎলবা	ꯄꯥꯢꯈꯠꯂꯕꯥ
পায়খৎলমখি	ꯄꯥꯢꯈꯠꯂꯝꯈꯤ
পায়খৎলমগনি	ꯄꯥꯢꯈꯠꯂꯝꯒꯅꯤ
পায়খৎলমদবদগী	ꯄꯥꯢꯈꯠꯂꯝꯗꯕꯗꯒꯤ
পায়খৎলমদে	ꯄꯥꯢꯈꯠꯂꯝꯗꯦ
পায়খৎলম্বা	ꯄꯥꯢꯈꯠꯂꯝꯕꯥ
পায়খৎলম্মী	ꯄꯥꯢꯈꯠꯂꯝꯃꯤ
পায়খৎলি	ꯄꯥꯢꯈꯠꯂꯤ
পায়খৎলিঙৈ	ꯄꯥꯢꯈꯠꯂꯤꯉꯩ
পায়খৎলিবগে	ꯄꯥꯢꯈꯠꯂꯤꯕꯒꯦ
পায়খৎলিবসি	ꯄꯥꯢꯈꯠꯂꯤꯕꯁꯤ
পায়খৎলিবা	ꯄꯥꯢꯈꯠꯂꯤꯕꯥ
পায়খৎলুবগী	ꯄꯏꯌꯈꯠꯂꯨꯕꯒꯤ
পায়খৎলে	ꯄꯥꯢꯈꯠꯂꯦ
পায়খৎলোই	ꯄꯥꯢꯈꯠꯂꯣꯢ
পায়খৎহন্নিংবগী	ꯄꯥꯢꯈꯠꯍꯟꯅꯤꯡꯕꯒꯤ
পায়খৎহন্নিংবা	ꯄꯥꯢꯈꯠꯍꯟꯅꯤꯡꯕꯥ
পায়খৎহৌবদগী	ꯄꯥꯢꯈꯠꯍꯧꯕꯗꯒꯤ
পায়গদবনি	ꯄꯥꯢꯒꯗꯕꯅꯤ
পায়গদবা	ꯄꯥꯢꯒꯗꯕꯥ
পায়গনি	ꯄꯥꯢꯒꯅꯤ
পায়দনা	ꯄꯥꯢꯗꯅꯥ
পায়দবা	ꯄꯥꯢꯗꯕꯥ
পায়দুনা	ꯄꯥꯢꯗꯨꯅꯥ
পায়ননবা	ꯄꯥꯢꯅꯅꯕꯥ
পায়নবগীদমক	ꯄꯥꯢꯅꯕꯒꯤꯗꯃꯛ
পায়নবা	ꯄꯥꯢꯅꯕꯥ
পায়বগা	ꯄꯥꯢꯕꯒꯥ
পায়বগী	ꯄꯥꯢꯕꯒꯤ
পায়বগীদমক	ꯄꯥꯢꯕꯒꯤꯗꯃꯛ
পায়বদা	ꯄꯥꯢꯕꯗꯥ
পায়বশিং	ꯄꯥꯢꯕꯁꯤꯡ
পায়বশিংনা	ꯄꯥꯢꯕꯁꯤꯡꯅꯥ
পায়বা	ꯄꯥꯢꯕꯥ
পায়বী	ꯄꯥꯢꯕꯤ
পায়মীন্নরিবা	ꯄꯥꯢꯃꯤꯟꯅꯔꯤꯕꯥ
পায়রকপগা	ꯄꯥꯢꯔꯛꯄꯒꯥ
পায়রকপদগী	ꯄꯥꯢꯔꯛꯄꯗꯒꯤ
পায়রক্কনি	ꯄꯥꯢꯔꯛꯀꯅꯤ
পায়রক্লবদি	ꯄꯥꯢꯔꯛꯂꯕꯗꯤ
পায়রক্লবা	ꯄꯥꯢꯔꯛꯂꯕꯥ
পায়রগনি	ꯄꯥꯢꯔꯒꯅꯤ
পায়রগা	ꯄꯥꯢꯔꯒꯥ
পায়রবদি	ꯄꯥꯢꯔꯕꯗꯤ
পায়রবা	ꯄꯥꯢꯔꯕꯥ
পায়রম্বনি	ꯄꯥꯢꯔꯝꯕꯅꯤ
পায়রম্মী	ꯄꯥꯢꯔꯝꯃꯤ
পায়রি	ꯄꯥꯢꯔꯤ
পায়রিঙৈ	ꯄꯥꯢꯔꯤꯉꯩ
পায়রিবা	ꯄꯥꯢꯔꯤꯕꯥ
পায়রে	ꯄꯥꯢꯔꯦ
পায়শিনখ্রবা	ꯄꯥꯢꯁꯤꯟꯈ꯭ꯔꯕꯥ
পায়হনদুনা	ꯄꯥꯢꯍꯟꯗꯨꯅꯥ
পায়হনবা	ꯄꯥꯢꯍꯟꯕꯥ
পায়হন্দুনা	ꯄꯥꯢꯍꯟꯗꯨꯅꯥ
পাৱন	ꯄꯥꯋꯟ
পাৱনকুমার	ꯄꯥꯋꯟꯀꯨꯃꯥꯔ
পাৱনকুমারনা	ꯄꯥꯋꯟꯀꯨꯃꯥꯔꯅꯥ
পাৱরস	ꯄꯥꯋꯔꯁ
পাৱি	ꯄꯥꯋꯤ
পি	ꯄꯤ
পিং	ꯄꯤꯡ
পিএম	ꯄꯤꯑꯦꯡ
পিএমজিকেএৱাই	ꯄꯤꯑꯦꯝꯖꯤꯀꯦꯑꯦꯋꯥꯢ
পিওন	ꯄꯤꯑꯣꯟ
পিওনদগী	ꯄꯤꯑꯣꯟꯗꯒꯤ
পিক	ꯄꯤꯛ
পিকচর	ꯄꯤꯛꯆꯔ
পিকচরবসু	ꯄꯤꯛꯆꯔꯕꯁꯨ
পিকনা	ꯄꯤꯛꯅꯥ
পিকপা	ꯄꯤꯛꯄꯥ
পিকিনিক	ꯄꯤꯀꯤꯅꯤꯛ
পিকেট	ꯄꯤꯀꯦꯠ
পিকেটিংগুম্বা	ꯄꯤꯀꯦꯇꯤꯡꯒꯨꯝꯕꯥ
পিক্কী	ꯄꯤꯛꯀꯤ
পিক্নিক	ꯄꯤꯛꯅꯤꯛ
পিক্নিকনচিংবা	ꯄꯤꯛꯅꯤꯛꯅꯆꯤꯡꯕꯥ
